Year,Month,Country,Area,Type,Age,Sex,Activity,Fatal (Y/N)
2006,07,USA,South Carolina,Unprovoked,49,M,Standing,N
2006,07,USA,South Carolina,Unprovoked,21,F,Swimming,N
2006,07,USA,Florida,Unprovoked,40,M,Wading,N
2006,07,USA,Florida,Unprovoked,11,M,Walking,N
2006,07,USA,South Carolina,Unprovoked,14,F,Surfing,N
2006,07,USA,Florida,Unprovoked,13,M,Swimming,N
2006,06,USA,Florida,Unprovoked,28,F,Spearfishing,N
2006,06,USA,Florida,Unprovoked,35,M,Spearfishing,N
2006,06,USA,Florida,Unprovoked,9,F,Surfing,N
2006,06,USA,Florida,Provoked,Unknown,M,Fishing,N
2006,06,USA,Florida,Unprovoked,22,F,Surfing,N
2006,06,USA,California,Unprovoked,43,M,Diving,N
2006,06,USA,Florida,Unprovoked,24,M,Surfing,N
2006,06,AUSTRALIA,South Australia,Unprovoked,40,M,Surfing,N
2006,05,USA,Hawaii,Unprovoked,26,M,Spearfishing,N
2006,05,USA,Hawaii,Unprovoked,31,M,Surfing,N
2006,05,USA,Hawaii,Provoked,15,M,Spearfishing,N
2006,05,USA,Florida,Unprovoked,Unknown,M,Unknown,N
2006,05,USA,Florida,Unprovoked,20s,F,Swimming,N
2006,05,AUSTRALIA,Queensland,Provoked,46,M,Snorkeling,N
2006,04,USA,Florida,Invalid,Unknown,M,Unknown,Y
2006,04,USA,Florida,Unprovoked,54,M,Surfing,N
2006,04,USA,Florida,Unprovoked,13,F,Standing,N
2006,04,USA,Florida,Provoked,35,M,Fishing,N
2006,04,AUSTRALIA,New South Wales,Unprovoked,15,M,Surfing,N
2006,04,SOUTH AFRICA,Eastern Cape Province,Unprovoked,15,M,Surfing,N
2006,04,USA,Florida,Unprovoked,11,M,Wading,N
2006,03,USA,Hawaii,Unprovoked,28,F,Surfing,N
2006,03,SOUTH AFRICA,Eastern Cape Province,Invalid,17,M,Swimming,Y
2006,03,AUSTRALIA,New South Wales,Unprovoked,15,M,Surfing,N
2006,02,USA,Hawaii,Unprovoked,15,F,Standing,N
2006,02,USA,Hawaii,Invalid,45,M,Diving,Y
2006,02,AUSTRALIA,Queensland,Unprovoked,18,M,Wading,N
2006,02,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Swimming,N
2006,02,AUSTRALIA,South Australia,Boat,Unknown,M,Fishing,N
2006,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,15,M,Surfing,N
2006,02,USA,Hawaii,Boat,57,M,Kayaking,N
2006,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,34,M,Spearfishing,N
2006,01,AUSTRALIA,Western Australia,Unprovoked,52,M,Diving,N
2006,01,AUSTRALIA,Queensland,Unprovoked,21,F,Swimming,Y
2006,01,USA,Florida,Unprovoked,21,M,Surfing,N
2005,12,USA,Oregon,Unprovoked,30,M,Surfing,N
2005,12,USA,Hawaii,Unprovoked,29,M,Swimming,N
2005,12,AUSTRALIA,Queensland,Unprovoked,44,M,Spearfishing,N
2005,12,AUSTRALIA,South Australia,Boat,Unknown,Unknown,Fishing,N
2005,11,USA,Florida,Unprovoked,teen,M,Surfing,N
2005,11,USA,Florida,Unprovoked,23,M,Surfing,N
2005,11,AUSTRALIA,Victoria,Boat,Unknown,Unknown,Fishing,N
2005,11,AUSTRALIA,Victoria,Unprovoked,18,M,Surfing,N
2005,11,SOUTH AFRICA,Eastern Cape Province,Unprovoked,26,M,Surfing,N
2005,11,NEW CALEDONIA,Loyalty Islands,Unprovoked,Unknown,Unknown,Spearfishing,N
2005,11,USA,Florida,Unprovoked,30s,M,Surfing,N
2005,11,USA,Florida,Unprovoked,17,M,Surfing,N
2005,11,USA,Florida,Unprovoked,18,M,Surfing,N
2005,11,USA,California,Unprovoked,25,M,Surfing,N
2005,11,USA,California,Unprovoked,26,M,Surfing,N
2005,10,USA,Florida,Unprovoked,15,M,Wading,N
2005,10,USA,California,Unprovoked,36,M,Surfing,N
2005,10,USA,California,Unprovoked,20,F,Surfing,N
2005,10,USA,Florida,Provoked,15,M,Wading,N
2005,10,USA,Hawaii,Unprovoked,22,M,Surfing,N
2005,10,BAHAMAS,Abaco Islands,Unprovoked,35,M,Diving,N
2005,10,SOUTH AFRICA,Western Cape Province,Unprovoked,52,M,Surfing,N
2005,09,AUSTRALIA,New South Wales,Unprovoked,28,M,Surfing,N
2005,09,AUSTRALIA,South Australia,Unprovoked,26,M,Surfing,N
2005,09,AUSTRALIA,Western Australia,Unprovoked,44,M,Surfing,N
2005,09,USA,Florida,Invalid,Unknown,M,Surfing,N
2005,09,USA,South Carolina,Unprovoked,68,F,Surfing,N
2005,09,USA,South Carolina,Unprovoked,18,M,Surfing,Y
2005,09,AUSTRALIA,New South Wales,Unprovoked,15,M,Standing,N
2005,09,USA,North Carolina,Unprovoked,18,F,Wading,N
2005,09,AUSTRALIA,South Australia,Unprovoked,40,M,Surfing,N
2005,08,AUSTRALIA,South Australia,Unprovoked,23,M,Diving,Y
2005,08,USA,California,Unprovoked,37,M,Surfing,N
2005,08,USA,South Carolina,Unprovoked,8,M,Swimming,N
2005,08,USA,Texas,Unprovoked,12,M,Walking,N
2005,08,SOUTH AFRICA,Western Cape Province,Invalid,Unknown,Unknown,Unknown,N
2005,08,USA,North Carolina,Unprovoked,16,M,Surfing,N
2005,08,USA,South Carolina,Unprovoked,14,M,Swimming,N
2005,07,USA,Florida,Unprovoked,13,F,Wading,N
2005,07,USA,Florida,Unprovoked,61,M,Surfing,N
2005,07,USA,Florida,Invalid,25,M,Surfing,N
2005,07,USA,North Carolina,Unprovoked,22,M,Swimming,N
2005,07,USA,Florida,Unprovoked,19,M,Standing,N
2005,06,USA,Florida,Unprovoked,16,M,Fishing,N
2005,06,USA,Hawaii,Invalid,49,M,Swimming,N
2005,06,USA,Florida,Unprovoked,20,M,Swimming,N
2005,06,USA,South Carolina,Unprovoked,11,F,Surfing,N
2005,06,USA,New Jersey,Invalid,17,M,Surfing,N
2005,06,USA,Texas,Unprovoked,6,M,Wading,N
2005,05,USA,Florida,Unprovoked,33,M,Swimming,N
2005,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,32,M,Surfing,N
2005,05,USA,Hawaii,Unprovoked,Unknown,Unknown,Kayaking,N
2005,05,USA,Hawaii,Unprovoked,47,M,Surfing,N
2005,04,AUSTRALIA,New South Wales,Provoked,25,M,Fishing,N
2005,04,AUSTRALIA,New South Wales,Unprovoked,Unknown,Unknown,Unknown,N
2005,04,AUSTRALIA,Northern Territory,Unprovoked,20,M,Spearfishing,N
2005,04,AUSTRALIA,New South Wales,Unprovoked,40,M,Surfing,N
2005,04,USA,Florida,Unprovoked,70,F,Wading,N
2005,04,USA,Florida,Invalid,52,M,Surfing,N
2005,04,USA,Texas,Unprovoked,37,M,Surfing,N
2005,04,USA,Florida,Unprovoked,Unknown,F,Unknown,N
2005,03,SOUTH AFRICA,Western Cape Province,Unprovoked,32,M,Surfing,N
2005,03,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2005,03,AUSTRALIA,Western Australia,Unprovoked,26,M,Snorkeling,Y
2005,03,SOUTH AFRICA,KwaZulu-Natal,Invalid,51,M,Unknown,N
2005,03,NEW ZEALAND,North Island,Provoked,Unknown,M,Fishing,N
2005,02,AUSTRALIA,Queensland,Unprovoked,18,M,Swimming,N
2005,02,USA,Florida,Provoked,Unknown,M,Spearfishing,N
2005,02,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
2005,02,USA,Florida,Unprovoked,Unknown,M,Spearfishing,N
2005,01,AUSTRALIA,Victoria,Provoked,Unknown,M,Spearfishing,N
2004,12,AUSTRALIA,Queensland,Unprovoked,38,M,Spearfishing,Y
2004,11,SOUTH AFRICA,Eastern Cape Province,Unprovoked,20,M,Surfing,N
2004,11,SOUTH AFRICA,Western Cape Province,Unprovoked,77,F,Swimming,Y
2004,11,NEW CALEDONIA,North Province,Unprovoked,Unknown,Unknown,Diving,N
2004,10,NEW ZEALAND,North Island,Invalid,Unknown,Unknown,Unknown,N
2004,10,AUSTRALIA,New South Wales,Unprovoked,59,M,Surfing,N
2004,10,USA,California,Unprovoked,Unknown,M,Surfing,N
2004,10,USA,Hawaii,Unprovoked,34,M,Spearfishing,N
2004,10,SOUTH AFRICA,Eastern Cape Province,Unprovoked,34,M,Surfing,N
2004,10,USA,California,Unprovoked,16,M,Surfing,N
2004,10,USA,California,Unprovoked,40,M,Surfing,N
2004,09,USA,Oregon,Unprovoked,26,M,Surfing,N
2004,09,USA,Texas,Invalid,Unknown,M,Fishing,N
2004,08,USA,Florida,Unprovoked,38,F,Walking,N
2004,08,USA,California,Unprovoked,Unknown,M,Surfing,N
2004,08,USA,California,Unprovoked,50,M,Diving,Y
2004,08,USA,Florida,Unprovoked,47,M,Swimming,N
2004,08,AUSTRALIA,New South Wales,Unprovoked,30,M,Spearfishing,N
2004,08,SOUTH AFRICA,KwaZulu-Natal,Boat,Unknown,Unknown,Fishing,N
2004,07,USA,Florida,Unprovoked,20,F,Surfing,N
2004,07,USA,North Carolina,Unprovoked,28,F,Surfing,N
2004,07,USA,North Carolina,Unprovoked,13,F,Swimming,N
2004,07,USA,Texas,Unprovoked,19,F,Swimming,N
2004,07,AUSTRALIA,Western Australia,Boat,Unknown,Unknown,Fishing,N
2004,07,AUSTRALIA,Western Australia,Unprovoked,30,M,Surfing,Y
2004,07,USA,Alabama,Unprovoked,7,M,Wading,N
2004,06,USA,California,Unprovoked,45,M,Surfing,N
2004,06,AUSTRALIA,Western Australia,Unprovoked,17,M,Surfing,N
2004,06,USA,Florida,Unprovoked,8,M,Swimming,N
2004,05,USA,Texas,Unprovoked,16,M,Wading,N
2004,05,USA,California,Unprovoked,44,M,Surfing,N
2004,05,USA,Florida,Invalid,9,M,Swimming,N
2004,05,USA,Florida,Unprovoked,9,F,Unknown,N
2004,04,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Diving,N
2004,04,NEW ZEALAND,North Island,Boat,Unknown,Unknown,Fishing,N
2004,04,USA,Hawaii,Unprovoked,57,M,Surfing,Y
2004,04,SOUTH AFRICA,Western Cape Province,Unprovoked,16,M,Surfing,N
2004,04,USA,Hawaii,Invalid,22,F,Surfing,Y
2004,03,USA,Florida,Unprovoked,26,M,Unknown,N
2004,03,USA,Florida,Unprovoked,20,M,Surfing,N
2004,03,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2004,03,USA,Florida,Unprovoked,61,M,Swimming,N
2004,03,USA,Hawaii,Unprovoked,Unknown,F,Snorkeling,N
2004,03,NEW ZEALAND,North Island,Unprovoked,Unknown,M,Spearfishing,N
2004,03,USA,Hawaii,Unprovoked,51,M,Surfing,N
2004,03,AUSTRALIA,Western Australia,Unprovoked,47,M,Spearfishing,N
2004,02,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Swimming,N
2004,02,AUSTRALIA,New South Wales,Unprovoked,22,M,Snorkeling,N
2004,01,AUSTRALIA,Western Australia,Unprovoked,46,M,Diving,N
2004,01,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Diving,N
2004,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,22,M,Surfing,N
2003,12,SOUTH AFRICA,KwaZulu-Natal,Boat,Unknown,Unknown,Unknown,N
2003,12,USA,Florida,Invalid,28,M,Swimming,N
2003,12,USA,Florida,Unprovoked,13,M,Swimming,N
2003,11,AUSTRALIA,Western Australia,Unprovoked,Unknown,M,Swimming,N
2003,11,AUSTRALIA,Western Australia,Unprovoked,Unknown,M,Swimming,N
2003,11,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,21,M,Spearfishing,Y
2003,11,USA,Florida,Unprovoked,35,F,Surfing,N
2003,11,USA,Florida,Unprovoked,24,M,Surfing,N
2003,11,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Standing,N
2003,10,USA,Florida,Unprovoked,18,M,Surfing,N
2003,10,AUSTRALIA,New South Wales,Unprovoked,22,M,Surfing,N
2003,10,USA,Hawaii,Unprovoked,13,F,Surfing,N
2003,10,USA,Florida,Unprovoked,46,M,Surfing,N
2003,10,USA,Hawaii,Invalid,56,M,Snorkeling,N
2003,10,USA,Florida,Unprovoked,19,M,Surfing,N
2003,10,USA,Florida,Unprovoked,Unknown,F,Surfing,N
2003,10,USA,Florida,Unprovoked,18,M,Surfing,N
2003,10,USA,Florida,Provoked,30,M,Surfing,N
2003,09,USA,Florida,Unprovoked,16,M,Surfing,N
2003,09,USA,Florida,Unprovoked,21,M,Surfing,N
2003,09,USA,Florida,Unprovoked,19,M,Surfing,N
2003,09,USA,Florida,Unprovoked,17,M,Surfing,N
2003,09,USA,Florida,Unprovoked,30,M,Surfing,N
2003,09,USA,Florida,Invalid,8 or 10,F,Swimming,N
2003,09,USA,Florida,Unprovoked,18,M,Surfing,N
2003,09,SOUTH AFRICA,Western Cape Province,Unprovoked,19,M,Surfing,Y
2003,08,USA,Texas,Provoked,Unknown,M,Fishing,N
2003,08,USA,California,Invalid,31,M,Swimming,N
2003,07,USA,Florida,Unprovoked,18,M,Surfing,N
2003,07,USA,Florida,Unprovoked,15,F,Wading,N
2003,07,BAHAMAS,Abaco Islands,Unprovoked,58,M,Spearfishing,N
2003,07,USA,Florida,Unprovoked,21,M,Surfing,N
2003,07,BAHAMAS,Abaco Islands,Unprovoked,39,M,Spearfishing,N
2003,07,USA,Florida,Unprovoked,Unknown,M,Spearfishing,N
2003,06,USA,Florida,Unprovoked,17,M,Surfing,N
2003,06,USA,Florida,Unprovoked,15,M,Surfing,N
2003,06,USA,Florida,Unprovoked,12,F,Standing,N
2003,06,USA,Florida,Unprovoked,15,Unknown,Surfing,N
2003,06,USA,South Carolina,Invalid,22,F,Swimming,N
2003,05,USA,Florida,Unprovoked,18,M,Surfing,N
2003,05,USA,Florida,Unprovoked,22,M,Wading,N
2003,05,USA,Hawaii,Unprovoked,20,M,Swimming,N
2003,05,USA,Florida,Provoked,34,M,Surfing,N
2003,05,USA,Florida,Unprovoked,9,F,Walking,N
2003,04,USA,Florida,Unprovoked,36,M,Surfing,N
2003,04,USA,Florida,Unprovoked,17,M,Surfing,N
2003,04,USA,Florida,Unprovoked,30,M,Surfing,N
2003,04,USA,Florida,Unprovoked,23,M,Surfing,N
2003,04,USA,Florida,Unprovoked,18,M,Surfing,N
2003,04,USA,Florida,Unprovoked,12,M,Surfing,N
2003,04,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2003,04,USA,Florida,Unprovoked,50,M,Surfing,N
2003,02,AUSTRALIA,South Australia,Unprovoked,37,M,Wading,N
2003,02,USA,Florida,Unprovoked,54,M,Swimming,N
2003,02,AUSTRALIA,New South Wales,Unprovoked,24,M,Swimming,N
2003,02,AUSTRALIA,Queensland,Unprovoked,84,M,Swimming,Y
2003,01,SOUTH AFRICA,Western Cape Province,Invalid,14,M,Unknown,Y
2003,01,AUSTRALIA,Western Australia,Unprovoked,Unknown,F,Surfing,N
2002,12,AUSTRALIA,Queensland,Unprovoked,18,F,Snorkeling,N
2002,12,SOUTH AFRICA,Western Cape Province,Unprovoked,25,M,Snorkeling,N
2002,12,AUSTRALIA,Queensland,Unprovoked,26,M,Diving,N
2002,12,AUSTRALIA,Queensland,Invalid,11,M,Swimming,N
2002,12,AUSTRALIA,Queensland,Unprovoked,23,M,Swimming,Y
2002,11,USA,California,Unprovoked,48,M,Surfing,N
2002,11,USA,Hawaii,Unprovoked,34,F,Swimming,N
2002,11,USA,Florida,Unprovoked,21,M,Surfing,N
2002,11,USA,Florida,Unprovoked,16,M,Surfing,N
2002,10,USA,Hawaii,Unprovoked,60,F,Swimming,N
2002,10,USA,Florida,Unprovoked,21,M,Surfing,N
2002,10,USA,Florida,Unprovoked,14,M,Surfing,N
2002,10,USA,Florida,Unprovoked,35,M,Surfing,N
2002,10,USA,Florida,Unprovoked,18,M,Surfing,N
2002,09,USA,Florida,Unprovoked,47,M,Surfing,N
2002,09,USA,Florida,Unprovoked,32,M,Surfing,N
2002,09,USA,Florida,Provoked,� ,M,Fishing,N
2002,09,USA,California,Unprovoked,35,M,Surfing,N
2002,09,USA,Hawaii,Unprovoked,Unknown,Unknown,Surfing,N
2002,09,USA,Florida,Unprovoked,20,M,Surfing,N
2002,08,USA,Hawaii,Unprovoked,16,M,Surfing,N
2002,08,USA,Alabama,Unprovoked,29,F,Swimming,N
2002,08,USA,Florida,Unprovoked,27,M,Surfing,N
2002,08,USA,Florida,Unprovoked,15,M,Surfing,N
2002,08,USA,Florida,Unprovoked,15,M,Standing,N
2002,08,USA,North Carolina,Unprovoked,14,M,Standing,N
2002,07,USA,South Carolina,Unprovoked,13,M,Surfing,N
2002,07,USA,North Carolina,Unprovoked,15,F,Swimming,N
2002,07,USA,Florida,Provoked,19,M,Surfing,N
2002,07,USA,North Carolina,Unprovoked,9,F,Standing,N
2002,06,AUSTRALIA,Queensland,Unprovoked,30,M,Surfing,N
2002,06,USA,Florida,Unprovoked,11,F,Swimming,N
2002,06,USA,Florida,Unprovoked,28,M,Surfing,N
2002,06,USA,Florida,Unprovoked,50,M,Surfing,N
2002,06,USA,Florida,Unprovoked,10,M,Swimming,N
2002,05,USA,California,Unprovoked,24,M,Surfing,N
2002,05,USA,Florida,Unprovoked,31,M,Fishing,N
2002,04,USA,Florida,Unprovoked,28,M,Surfing,N
2002,04,AUSTRALIA,New South Wales,Unprovoked,45,M,Swimming,N
2002,04,BAHAMAS,Abaco Islands,Unprovoked,43,M,Standing,N
2002,04,USA,Florida,Unprovoked,41,M,Wading,N
2002,03,USA,Florida,Unprovoked,11,F,Wading,N
2002,03,USA,Florida,Unprovoked,39,M,Snorkeling,N
2002,03,USA,Florida,Unprovoked,31,M,Surfing,N
2002,03,NEW CALEDONIA,Loyalty Islands,Invalid,44,M,Spearfishing,Y
2002,02,AUSTRALIA,Queensland,Unprovoked,30 or 36,M,Surfing,N
2002,02,AUSTRALIA,New South Wales,Unprovoked,35,M,Kayaking,N
2002,01,AUSTRALIA,New South Wales,Unprovoked,20,M,Surfing,N
2002,01,AUSTRALIA,Western Australia,Unprovoked,32,M,Swimming,N
2002,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,16,M,Fishing,N
2002,01,USA,Hawaii,Unprovoked,35,M,Snorkeling,N
2001,12,AUSTRALIA,Western Australia,Invalid,36,M,Surfing,N
2001,11,AUSTRALIA,New South Wales,Unprovoked,49,M,Surfing,N
2001,11,USA,Hawaii,Unprovoked,Unknown,Unknown,Surfing,N
2001,11,AUSTRALIA,Western Australia,Invalid,Unknown,M,Surfing,N
2001,10,AUSTRALIA,Queensland,Unprovoked,20,F,Snorkeling,N
2001,09,MEXICO,Guerrero,Unprovoked,26,M,Surfing,N
2001,09,AUSTRALIA,Queensland,Boat,31,M,Unknown,N
2001,09,USA,Florida,Unprovoked,14,M,Surfing,N
2001,09,USA,Florida,Unprovoked,6�,M,Surfing,N
2001,09,USA,North Carolina,Unprovoked,16,M,Surfing,N
2001,09,USA,Florida,Provoked,44,M,Fishing,N
2001,09,USA,South Carolina,Invalid,Unknown,F,Swimming,N
2001,09,USA,North Carolina,Unprovoked,28,M,Swimming,Y
2001,09,USA,North Carolina,Unprovoked,23,F,Swimming,N
2001,09,USA,Florida,Unprovoked,20,M,Wading,N
2001,09,USA,Virginia,Unprovoked,10,M,Swimming,Y
2001,08,BAHAMAS,Abaco Islands,Unprovoked,44,M,Spearfishing,N
2001,08,USA,Florida,Unprovoked,29,F,Standing,N
2001,08,USA,Florida,Unprovoked,69,M,Wading,N
2001,08,USA,Florida,Unprovoked,18,M,Surfing,N
2001,08,USA,Florida,Unprovoked,18,M,Surfing,N
2001,08,USA,Florida,Unprovoked,17,M,Surfing,N
2001,08,USA,Florida,Unprovoked,27,M,Surfing,N
2001,08,USA,Florida,Unprovoked,32,M,Surfing,N
2001,08,USA,Florida,Unprovoked,17,F,Surfing,N
2001,08,USA,Florida,Unprovoked,17,F,Surfing,N
2001,08,USA,Florida,Unprovoked,20,M,Surfing,N
2001,08,USA,Florida,Unprovoked,19,M,Surfing,N
2001,08,USA,Florida,Unprovoked,19,M,Surfing,N
2001,08,BAHAMAS,Grand Bahama Island,Unprovoked,43,M,Spearfishing,N
2001,08,USA,South Carolina,Unprovoked,Unknown,F,Unknown,N
2001,08,BAHAMAS,Grand Bahama Island,Unprovoked,36,M,Swimming,N
2001,07,USA,South Carolina,Unprovoked,Unknown,F,Unknown,N
2001,07,USA,Florida,Unprovoked,Unknown,M,Unknown,N
2001,07,USA,Florida,Unprovoked,Unknown,F,Unknown,N
2001,07,USA,Massachusetts,Boat,Unknown,Unknown,Fishing,N
2001,07,USA,Florida,Unprovoked,48,M,Surfing,N
2001,07,USA,Florida,Unprovoked,18,M,Surfing,N
2001,07,MEXICO,California,Unprovoked,42,M,Surfing,N
2001,07,USA,Florida,Unprovoked,8,M,Swimming,N
2001,07,USA,South Carolina,Unprovoked,Unknown,Unknown,Unknown,N
2001,06,USA,Texas,Unprovoked,14,M,Swimming,N
2001,06,USA,California,Provoked,52,M,Spearfishing,N
2001,06,USA,South Carolina,Unprovoked,29,F,Wading,N
2001,05,USA,Texas,Unprovoked,16,M,Unknown,N
2001,05,USA,South Carolina,Unprovoked,11,M,Swimming,N
2001,05,USA,South Carolina,Unprovoked,Unknown,M,Swimming,N
2001,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,26,M,Surfing,N
2001,05,AUSTRALIA,New South Wales,Unprovoked,33 or 37,M,Surfing,N
2001,05,USA,Florida,Unprovoked,45,M,Surfing,N
2001,04,USA,Florida,Unprovoked,14,M,Surfing,N
2001,04,USA,Florida,Unprovoked,16,M,Surfing,N
2001,04,USA,Florida,Unprovoked,12,M,Surfing,N
2001,04,USA,Florida,Unprovoked,mid-30s,M,Unknown,N
2001,04,USA,Florida,Unprovoked,38,M,Surfing,N
2001,04,USA,Florida,Unprovoked,21,M,Surfing,N
2001,04,USA,Florida,Unprovoked,12,M,Surfing,N
2001,04,USA,Florida,Unprovoked,22,M,Surfing,N
2001,04,USA,Florida,Unprovoked,19,M,Surfing,N
2001,04,USA,Florida,Unprovoked,22,M,Surfing,N
2001,04,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
2001,04,USA,Florida,Unprovoked,16,Unknown,Surfing,N
2001,04,SOUTH AFRICA,Eastern Cape Province,Unprovoked,46,M,Surfing,N
2001,04,AUSTRALIA,New South Wales,Provoked,Unknown,M,Snorkeling,N
2001,04,AUSTRALIA,New South Wales,Unprovoked,40,M,Surfing,N
2001,03,USA,Florida,Unprovoked,Unknown,M,Surfing,N
2001,02,AUSTRALIA,New South Wales,Unprovoked,40,M,Surfing,N
2001,01,AUSTRALIA,New South Wales,Boat,35,M,Kayaking,N
2001,01,AUSTRALIA,South Australia,Boat,Unknown,Unknown,Fishing,N
2001,01,USA,California,Unprovoked,Unknown,M,Surfing,N
2001,01,NEW ZEALAND,North Island,Boat,Unknown,M,Kayaking,N
2000,12,AUSTRALIA,Queensland,Unprovoked,23,M,Diving,N
2000,12,AUSTRALIA,Queensland,Unprovoked,38,M,Spearfishing,N
2000,11,USA,Florida,Unprovoked,73,M,Swimming,N
2000,11,USA,Florida,Invalid,27,F,Walking,N
2000,11,AUSTRALIA,Western Australia,Unprovoked,52,M,Swimming,N
2000,11,AUSTRALIA,Western Australia,Unprovoked,49,M,Swimming,Y
2000,11,USA,California,Unprovoked,27,M,Surfing,N
2000,10,USA,Florida,Unprovoked,23,M,Surfing,N
2000,10,USA,Florida,Unprovoked,69,M,Swimming,N
2000,10,USA,Florida,Unprovoked,17,M,Surfing,N
2000,10,USA,Florida,Unprovoked,23,M,Surfing,N
2000,10,USA,Florida,Unprovoked,11,M,Surfing,N
2000,10,USA,North Carolina,Unprovoked,24,M,Surfing,N
2000,09,AUSTRALIA,South Australia,Unprovoked,17,M,Surfing,Y
2000,09,AUSTRALIA,South Australia,Unprovoked,25,M,Surfing,Y
2000,09,USA,South Carolina,Unprovoked,Unknown,Unknown,Unknown,N
2000,09,USA,Florida,Unprovoked,26,F,Surfing,N
2000,09,USA,Florida,Unprovoked,8,M,Swimming,N
2000,09,SOUTH AFRICA,Western Cape Province,Unprovoked,48,M,Diving,N
2000,09,USA,Florida,Unprovoked,40,M,Wading,N
2000,08,USA,Florida,Unprovoked,47,M,Swimming,N
2000,08,USA,Florida,Unprovoked,44,F,Standing,N
2000,08,USA,North Carolina,Invalid,Unknown,M,Swimming,N
2000,07,USA,Florida,Unprovoked,5,M,Unknown,N
2000,07,USA,Florida,Unprovoked,45,F,Snorkeling,N
2000,07,USA,North Carolina,Unprovoked,16,M,Surfing,N
2000,07,USA,North Carolina,Unprovoked,14,M,Surfing,N
2000,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,15,M,Surfing,N
2000,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,18,M,Surfing,N
2000,07,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Unknown,M,Surfing,N
2000,07,USA,Florida,Unprovoked,13,M,Wading,N
2000,07,USA,Florida,Unprovoked,41,M,Swimming,N
2000,07,USA,Florida,Unprovoked,20,F,Wading,N
2000,07,USA,Florida,Unprovoked,13,F,Wading,N
2000,07,USA,Florida,Unprovoked,19,F,Standing,N
2000,06,PAPUA NEW GUINEA,Madang Province,Unprovoked,Unknown,M,Unknown,Y
2000,06,NEW ZEALAND,North Island,Boat,Unknown,M,Fishing,N
2000,06,USA,Florida,Unprovoked,52,M,Standing,N
2000,06,USA,Texas,Unprovoked,17,M,Surfing,N
2000,06,USA,Alabama,Unprovoked,55,M,Swimming,N
2000,06,USA,Alabama,Unprovoked,44,M,Swimming,N
2000,06,USA,Florida,Unprovoked,13,M,Snorkeling,N
2000,05,AUSTRALIA,Victoria,Invalid,Unknown,Unknown,Unknown,Y
2000,05,PAPUA NEW GUINEA,Madang Province,Unprovoked,9,M,Standing,N
2000,05,PAPUA NEW GUINEA,Madang Province,Unprovoked,Unknown,M,Diving,Y
2000,04,USA,Florida,Unprovoked,34,M,Walking,N
2000,03,USA,Florida,Unprovoked,Unknown,M,Fishing,N
2000,03,AUSTRALIA,Queensland,Unprovoked,26,M,Swimming,N
2000,03,USA,Florida,Unprovoked,14,F,Surfing,N
2000,03,USA,Florida,Unprovoked,37,M,Surfing,N
2000,03,NEW CALEDONIA,North Province,Unprovoked,35,M,Spearfishing,Y
2000,03,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Surfing,N
2000,03,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Swimming,N
2000,03,USA,Louisiana,Unprovoked,39,M,Spearfishing,N
2000,02,USA,Florida,Unprovoked,27,M,Unknown,N
2000,02,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Surfing,N
2000,02,NEW ZEALAND,South Island,Unprovoked,12,M,Surfing,N
2000,02,AUSTRALIA,South Australia,Unprovoked,26,M,Surfing,N
1999,12,NEW ZEALAND,South Island,Unprovoked,15,M,Surfing,N
1999,12,NEW ZEALAND,South Island,Unprovoked,13,F,Swimming,N
1999,12,USA,California,Invalid,Unknown,M,Diving,Y
1999,12,USA,Florida,Unprovoked,35,M,Surfing,N
1999,11,USA,Florida,Unprovoked,19,M,Surfing,N
1999,11,USA,Hawaii,Unprovoked,51,F,Swimming,N
1999,11,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,35,M,Surfing,N
1999,10,USA,Florida,Unprovoked,45,M,Surfing,N
1999,10,USA,Florida,Unprovoked,13,M,Surfing,N
1999,10,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1999,09,USA,Florida,Unprovoked,61,F,Wading,N
1999,09,USA,South Carolina,Unprovoked,10,F,Wading,N
1999,09,USA,Florida,Unprovoked,13,M,Surfing,N
