Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Age range,Injury,Fatal,Time,Time of day,Species,Case Number,Date
10,1980,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,19,18-24,No injury,N,09h30,0. Morning,4 M To 5 M [13' To 16.5'] White Shark,1980.10.17,17-Oct-80
8,1980,Unprovoked,MEXICO,Unknown,Unknown,Diving in tuna net,M,22,18-24,Fatal,Y,Unknown,Unknown,Unknown,1980.08.22.R,Reported 22-Aug-1980
8,1980,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,F,10,1-12,Bitten behind knee & lower leg,N,Unknown,Unknown,Unknown,1980.08.10,10-Aug-80
8,1980,Unprovoked,USA,Hawaii,"Puamana, Lahaina, Maui",Resting on body board,M,0,Unknown,Torso bitten,N,Unknown,Unknown,"Tiger Shark, 4.3 M [14']",1980.08.04,04-Aug-80
7,1980,Unprovoked,SPAIN,Canary Islands,"San Juan De La Rambla, Tenerife",Skin diving,M,0,Unknown,Thigh injured,N,Unknown,Unknown,Blue Shark,1980.07.26,26-Jul-80
7,1980,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",Body surfing,M,15,12-17,Back bitten,N,15h00,1. Afternoon,Unknown,1980.07.27,27-Jul-80
7,1980,Unprovoked,USA,Delaware,Dewey Beach,Standing,F,22,18-24,"No injury, shark bit her bathing suit",N,14h00,1. Afternoon,4' To 8' Shark,1980.07.23,23-Jul-80
7,1980,Unprovoked,USA,North Carolina,"Emerald Isle Pier (Near Morehead City), Carteret County",Surfing,M,0,Unknown,"No injury, bumped off board",N,Unknown,Unknown,Unknown,1980.07.00,Late Jul-1980
7,1980,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,0,Unknown,Lower leg bitten,N,Unknown,Unknown,Unknown,1980.07.00,Early Jul-1980
6,1980,Provoked,USA,California,"Off San Clemente Island, Los Angeles County",Scuba diving,F,44,35-44,Laceration to lower leg   provoked incident,N,Unknown,Unknown,Blue Shark,1980.06.26,26-Jun-80
5,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fuller�S Bay,Surfing,M,22,18-24,"No injury, board bitten",N,08h00,0. Morning,1.8 M [6'] Shark,1980.05.15,15-May-80
4,1980,Provoked,JAMAICA,St. Mary'S Parish,"Priestman'S River Area, East Portland",Spearfishing,M,0,Unknown,Hand bitten by speared shark provoked incident,N,Unknown,Unknown,Unknown,1980.04.25,25-Apr-80
4,1980,Sea Disaster,PHILIPPINES,Romblon Province,"Maestre De Campo Island, 120 Miles South Of Manila",Sinking of the ferryboat      don juan,Unknown,0,Unknown,Fatal x 2,Y,00h00,3. Night,Unknown,1980.04.22,22-Apr-80
4,1980,Unprovoked,MEXICO,Sinaloa,Mazatl�N,Body surfing,F,13,12-17,Right calf bitten,N,14h00,1. Afternoon,Tiger Shark,1980.04.00,Apr-80
3,1980,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Umdhloti,Free diving,M,52,45-54,Fatal,Y,Unknown,Unknown,Tiger Shark,1980.03.29,29-Mar-80
3,1980,Unprovoked,BRAZIL,Rio De Janeiro,"Copacabana Beach, Rio De Janiero",Swimming,M,0,Unknown,Right leg bitten,N,14h00,1. Afternoon,2 M Shark,1980.03.28,28-Mar-80
3,1980,Sea Disaster,PHILIPPINES,Unknown,250 Miles Southwest Of Manila,Sinking of the ferryboat bongbong 1,F,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1980.03.15,15-Mar-80
3,1980,Provoked,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,M,61,55-64,Leg lacerated by netted shark provoked incident,N,Unknown,Unknown,1.5 M [5'] Hammerhead Shark,1980.03.11,11-Mar-80
1,1980,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Ballito,Body boarding,M,24,18-24,"Both hands & heel of left foot lacerated, right foot severed",N,14h45,1. Afternoon,"2.8 M [9'3""] White Shark",1980.01.31,31-Jan-80
1,1980,Provoked,SOUTH AFRICA,Kwazulu-Natal,Anstey�S,Spearfishing,M,29,25-34,"No injury, rammed & catapulted from the water by shark after he shot at it & missed provoked incident",N,05h00,3. Night,"2 M [6'9""] Zambesi Shark",1980.01.15,15-Jan-80
1,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Swimming,M,0,Unknown,Abrasion,N,Unknown,Unknown,Hammerhead Shark,1980.01.13,13-Jan-80
1,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,King�S Beach,Swimming,M,25,25-34,3 small punctures on arm,N,18h30,2. Evening,"Raggedtooth Shark, 2 M [6'9""]",1980.01.10,10-Jan-80
0,1980,Invalid,GREECE,Island Of Kos,Unknown,Surfing,M,0,Unknown,Knee bitten,N,Unknown,Unknown,Said To Involve A White Shark But Shark Involvement Not Confirmed,1980.00.00.c,1980s 
0,1980,Invalid,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Spearfishing,M,20,18-24,No injury; shark made threat display and impaled itself on spear,N,14h00,1. Afternoon,"2 M [6'9""] Shark",1980.00.00.b,1980
12,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-On-Sea,Swimming,M,18,18-24,Shin lacerated,N,16h20,1. Afternoon,Unknown,1979.12.21,21-Dec-79
11,1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,20,18-24,Multiple major injuries,N,10h20,0. Morning,"White Shark, 4 M [13']",1979.11.27,27-Nov-79
11,1979,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Shark fishing,Unknown,0,Unknown,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace provoked incident",N,Unknown,Unknown,"White Shark, 5 M",1979.11.12,12-Nov-79
10,1979,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,M,0,Unknown,Bitten below right knee by hooked shark pulled onboard skiboat provoked incident,N,Unknown,Unknown,"Raggedtooth Shark, 50-Kg [110-Lb], 2 M [6.75'] Gaffed",1979.10.22,22-Oct-79
9,1979,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Scuba diving,M,18,18-24,Leg bitten,N,Unknown,Unknown,"""A Small Shark""",1979.09.14,14-Sep-79
8,1979,Unprovoked,HONG KONG,Unknown,Mirs Bay,Freedom swimming,M,21,18-24,"Leg severed, fatal",Y,Unknown,Unknown,Unknown,1979.08.28,28-Aug-79
8,1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,Unknown,Unknown,M,16,12-17,Fatal,Y,Unknown,Unknown,Unknown,1979.08.26,26-Aug-79
8,1979,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Kayaking,M,49,45-54,Lacerations to foot,N,Unknown,Unknown,Unknown,1979.08.05,05-Aug-79
6,1979,Sea Disaster,USA,Florida,10 Miles Off Cape Canaveral,Floating with life preserver after his boat foundered,M,56,55-64,Lacerations to leg,N,10h00,0. Morning,Unknown,1979.06.19,19-Jun-79
5,1979,Invalid,USA,Florida,"Fort Walton Beach, Okaloosa County",Scuba diving,M,36,35-44,"Fatal, but shark involvement prior to death was not determined",Y,Unknown,Unknown,Unknown,1979.05.27,27-May-79
5,1979,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Spearfishing,M,25,25-34,Shark rammed diver after he shot it in the head  provoked incident,N,14h00,1. Afternoon,"White Shark, 2.5 M [8.25']",1979.05.05,05-May-79
5,1979,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Mbibi,Scuba diving,M,0,Unknown,"Fatal (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,12h00,1. Afternoon,Unknown,1979.05.03,03-May-79
5,1979,Unprovoked,NEW CALEDONIA,North Province,Ile Yand� (Between Poum And B�Lep),Fishing,Unknown,0,Unknown,"Thigh severely injured, survived",N,Unknown,Unknown,Unknown,1979.05.00.c,May-79
5,1979,Unprovoked,NEW CALEDONIA,North Province,Balade,Unknown,M,0,Unknown,Fatal,Y,Unknown,Unknown,2 M Shark,1979.05.00.b,May-79
4,1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,24,18-24,Right foot & ankle lacerated,N,13h20,1. Afternoon,Unknown,1979.04.08.b,08-Apr-79
4,1979,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Body surfing,M,8,1-12,Right foot bitten,N,10h30,0. Morning,Unknown,1979.04.08.a,08-Apr-79
3,1979,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,27,25-34,Foot & ankle bitten,N,11h30,0. Morning,Blacktip Or Spinner Shark,1979.03.24,24-Mar-79
3,1979,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",Scuba diving (submerged),M,0,Unknown,"No injury, swim fin bitten",N,10h00,0. Morning,"White Shark, 4 M To 5 M [13' To 16.5']",1979.03.11,11-Mar-79
3,1979,Boat,SOUTH AFRICA,Western Cape Province,Seal Island,Unknown,Unknown,0,Unknown,No injury,N,Unknown,Unknown,Unknown,1979.03.01,01-Mar-79
3,1979,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'Le Ouen",Spearfishing,M,0,Unknown,"Presumed fatal, body not recovered",Y,Unknown,Unknown,Unknown,1979.03.00,Mar-79
2,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,"Surfing, collided with shark",M,19,18-24,Punctures on left thigh,N,13h15,1. Afternoon,1.5 M To 2 M [5' To 6.75'] Shark,1979.02.21,21-Feb-79
0,1979,Unprovoked,USA,Hawaii,"South Kohala, Hawai'I",Fishing,M,0,Unknown,"Fatal, disappeared while fishing from shore, divers recovered his hand",Y,Unknown,Unknown,Unknown,1979.00.00,1979
12,1978,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Sodwana,Spearfishing,M,23,18-24,"Fatal, legs bitten",Y,16h45,1. Afternoon,"White Shark, 2.3 M [7.5'], Tooth Fragment Recovered",1978.12.12,12-Dec-78
11,1978,Unprovoked,USA,Hawaii,"Ewa, O'Ahu",Surfing,M,0,Unknown,Left arm bitten,N,Unknown,Unknown,2.4 M [8'] Shark,1978.11.26,26-Nov-78
11,1978,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,17,12-17,Hand lacerated,N,Unknown,Unknown,Unknown,1978.11.23,23-Nov-78
10,1978,Invalid,SOUTH AFRICA,Kwazulu-Natal,"Fishing Camp, St. Lucia Estuary",Fishing,M,0,Unknown,Scavenged or fatal (may have involved foul play),Y,20h00,2. Evening,"Tiger Shark, 3M",1978.10.21,21-Oct-78
9,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller'S Point, False Bay",Spearfishing,M,27,25-34,"No injury, shark took his catch, then towed & pushed diver through the water",N,16h00,1. Afternoon,"White Shark, 3.7 M [12']",1978.09.27,27-Sep-78
9,1978,Unprovoked,ITALY,Tyrrhenian Sea,Capo D'Anzio,Diving,M,0,Unknown,No injury,N,11h00,0. Morning,"White Shark, 5 M [16.5']",1978.09.16,16-Sep-78
9,1978,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Scuba diving for abalone,M,34,25-34,Several broken ribs,N,Unknown,Unknown,15' Shark,1978.09.02.R,Reported 02-Sep-1978
8,1978,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",Wading,M,0,Unknown,Punctures on leg (minor injury),N,12h45,1. Afternoon,"2 M [6'9""] Shark",1978.08.05,05-Aug-78
8,1978,Unprovoked,USA,Florida,Florida Straits,Floating on inner tube raft,M,27,25-34,Minor injury to ankle,N,Unknown,Unknown,Unknown,1978.08.01.R,Reported 01-Aug-1978
7,1978,Sea Disaster,USA,South Carolina,Unknown,"Explosion destroyed 28' boat, survivors in the water",M,39,35-44,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,Unknown,Unknown,Unknown,1978.07.27,27-Jul-78
7,1978,Provoked,USA,California,"Newport Beach, Orange County",Fishing,M,27,25-34,Laceration to leg by hooked shark  provoked incident,N,Unknown,Unknown,Unknown,1978.07.19,19-Jul-78
6,1978,Unprovoked,USA,Florida,"South Of Neptune Beach, Duval County",Surfing,M,20,18-24,Foot bitten,N,Unknown,Unknown,Unknown,1978.06.21.b,21-Jun-78
6,1978,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,17,12-17,Foot nipped,N,Unknown,Unknown,Unknown,1978.06.21.a,21-Jun-78
6,1978,Invalid,ITALY,Golfo De Venezia,Acqua Alta Research Platform,Unknown,Unknown,0,Unknown,"No injury, shark struck platform",N,Unknown,Unknown,White Shark,1978.06.07,07-Jun-78
4,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,25,25-34,Laceration to left hand,N,Unknown,Unknown,Unknown,1978.04.02.b,02-Apr-78
4,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,23,18-24,Lacerations to right forearm,N,Unknown,Unknown,Unknown,1978.04.02.a,02-Apr-78
4,1978,Unprovoked,AUSTRALIA,Tasmania,Beechford,Scuba diving,M,0,Unknown,Thigh bitten,N,Unknown,Unknown,"Sevengill Shark, 2.4 M",1978.04.00,Apr-1978`
3,1978,Boat,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",Unknown,Unknown,0,Unknown,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,Unknown,Unknown,Unknown,1978.03.05,05-Mar-78
2,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing for mackerel,Unknown,0,Unknown,"Shark jumped in boat, but no injury to occupants",N,03h00,3. Night,270 Kg Shark,1978.02.28,28-Feb-78
2,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller'S Point, False Bay",Diving,M,0,Unknown,"No injury, rammed by shark",N,Unknown,Unknown,White Shark,1978.02.19,19-Feb-78
1,1978,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Glenashley,Surfing,M,17,12-17,"Left leg, ankle & foot bitten",N,12h45,1. Afternoon,Thought To Involve A Blacktip Shark,1978.01.17,07-Jan-78
1,1978,Invalid,SOUTH AFRICA,Kwazulu-Natal,Cape Vidal,Unknown,M,0,Unknown,"Human head recovered from shark�s gut, probable drowning / scavenging",Y,Unknown,Unknown,"Tiger Shark, 3 M [10']K",1978.01.06,06-Jan-78
0,1978,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,F,0,Unknown,Foot bitten,N,Unknown,Unknown,Unknown,1978.00.00.b,1978
0,1978,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,F,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1978.00.00.a,1978
12,1977,Sea Disaster,USA,Hawaii,2 Miles Off Keahole Airport,"Swimming, after single-engine aircraft went down in the sea",M,49,45-54,Feet lacerated,N,00h00,3. Night,Unknown,1977.12.31,31-Dec-77
12,1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,27,25-34,Laceration to right hand,N,Unknown,Unknown,Unknown,1977.12.19.b,19-Dec-77
12,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,M,18,18-24,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10h00,0. Morning,"Tiger Shark, 3 M [10']",1977.12.19.a,19-Dec-77
12,1977,Boat,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",Fishing for bottom fish,Unknown,0,Unknown,No injury to occupant: shark bit boat's port chine,N,Unknown,Unknown,3 M [10'] White Shark (Tooth  Recovered From Boat),1977.12.00,Dec-77
11,1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Standing,M,0,Unknown,Shark lacerated his hand when he grabbed it by the tail provoked incident,N,Unknown,Unknown,1.5 To 2 M [5' To 6.75'] Shark,1977.11.12,12-Nov-77
10,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Spearfishing,M,25,25-34,"No injury, shark bit speargun & pushed diver through the water",N,16h00,1. Afternoon,"White Shark, 5 M [16.5']",1977.10.30,30-Oct-77
8,1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, Near Ceduna",Surfing,M,17,12-17,"Board rammed &  bitten, left thigh lacerated",N,16h00,1. Afternoon,White Shark,1977.08.31,31-Aug-77
8,1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, South Of Noosa",Floating on an inflatable raft,M,25,25-34,"Fatal, left arm severed, legs bitten",Y,Unknown,Unknown,Unknown,1977.08.23,23-Aug-77
8,1977,Boat,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,Fishing,M,0,Unknown,"Shark leapt into boat, pinning mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,13h30,1. Afternoon,White Shark,1977.08.19,19-Aug-77
8,1977,Unprovoked,USA,California,"Mcclure Beach, Near Tomales Point, Marin County",Free diving for abalone (surfacing),M,20,18-24,Leg lacerated,N,11h45,0. Morning,"White Shark, 5.5 M To 6 M [18' To 20']",1977.08.14,14-Aug-77
8,1977,Invalid,USA,Florida,"St. Petersburg, Pinellas County",Wading,M,17,12-17,Lacerations to hip and leg,N,12h00,1. Afternoon,Shark Involvement Not Confirmed,1977.08.05,05-Aug-77
7,1977,Sea Disaster,USA,California,"Off San Diego, San Diego County",40' fishing boat sank,M,21,18-24,Laceration to right hand,N,00h00,3. Night,Unknown,1977.07.02,02-Jul-77
6,1977,Provoked,USA,Florida,"12 Miles Northeast Of Mayport,  Duval County",Spearfishing / scuba diving,M,27,25-34,"Provoked incident    diver poked shark with spear, then shark bit his right foot",N,14h00,1. Afternoon,"Bull Shark, 8",1977.06.26,26-Jun-77
6,1977,Unprovoked,USA,Texas,Padre Island,Collecting fish from net,M,25,25-34,Lacerations to wrist,N,Unknown,Unknown,"Bull Shark, 4' To 5'",1977.06.06,06-Jun-77
5,1977,Boat,SOUTH AFRICA,Western Cape Province,13 Km Off Knysna,Fishing for yellowtail,M,0,Unknown,Lombard's thigh was lacerated by shark that leapt into boat,N,Unknown,Unknown,"Mako Shark, 2.3 M, 150-Kg",1977.05.26,26-May-77
5,1977,Invalid,AUSTRALIA,Queensland,Southport,Unknown,M,0,Unknown,"Missing, believed taken by a shark",N,Unknown,Unknown,Unknown,1977.05.16,16-May-77
4,1977,Unprovoked,AUSTRALIA,Queensland,Tallebudgera,Unknown,M,0,Unknown,Survived,N,Unknown,Unknown,Unknown,1977.04.26,26-Apr-77
4,1977,Unprovoked,USA,Hawaii,"Ka'Anapali, Maui",Swimming,M,0,Unknown,Arm bitten,N,Unknown,Unknown,1.2 M [4'] Shark,1977.04.21,21-Apr-77
3,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,M,31,25-34,Right foot bitten,N,17h00,1. Afternoon,Unknown,1977.03.17,17-Mar-77
3,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island In Moreton Bay,"Their 9 m launch was run down by a 25,000-ton japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,32,25-34,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of hayes and beaver",N,Unknown,Unknown,Unknown,1977.03.13.c,13-Mar-77
3,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island In Moreton Bay,"Their 9 m launch was run down by a 25,000-ton japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,74,65-74,Fatal,Y,Unknown,Unknown,Unknown,1977.03.13.b,13-Mar-77
3,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island In Moreton Bay,"Their 9 m launch was run down by a 25,000-ton japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,45,45-54,Fatal,Y,Unknown,Unknown,Unknown,1977.03.13.a,13-Mar-77
2,1977,Unprovoked,AUSTRALIA,New South Wales,"Kingscliffe Beach, South Of Tweed Heads","Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,24,18-24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,Unknown,Unknown,4 M [13'] Shark,1977.02.26,26-Feb-77
2,1977,Invalid,AUSTRALIA,Victoria,Sorrento Back Beach,Unknown,M,0,Unknown,Shark involvement prior to death was unconfirmed,Y,Unknown,Unknown,Unknown,1977.02.04,04-Feb-77
2,1977,Unprovoked,NEW CALEDONIA,Unknown,I'Le Ouen,Unknown,Unknown,0,Unknown,Face & thorax bitten,N,Unknown,Unknown,Unknown,1977.02.00,Feb-77
1,1977,Unprovoked,MEXICO,Guerrero,La Playa Hornos (Near Acapulco),Swimming,M,0,Unknown,"Fatal, left leg severed, neck cut",Y,14h30,1. Afternoon,Unknown,1977.01.00,Jan-77
12,1976,Unprovoked,AUSTRALIA,Queensland,Caloundra,Unknown,M,0,Unknown,Survived,N,Unknown,Unknown,Unknown,1976.12.29,29-Dec-76
12,1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Hookah diving for abalone (submerged),M,29,25-34,Buttocks & hip bitten,N,09h00,0. Morning,"White Shark, 5.5 M [18']",1976.12.18,18-Dec-76
11,1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,"Thrashing the water / imitating the shark victim from ""jaws""",M,19,18-24,Torso bitten,N,16h05,1. Afternoon,"White Shark, 3 M [10'] K",1976.11.27,27-Nov-76
11,1976,Invalid,AUSTRALIA,Queensland,Southport Bar,Unknown,Unknown,0,Unknown,"Missing, believed taken by a shark, but not confirmed",Y,Unknown,Unknown,Unknown,1976.11.26,26-Nov-76
11,1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",Surfing,M,19,18-24,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,10h55,0. Morning,2.1 M [7'] Lemon Shark Or Bull Shark,1976.11.25,25-Nov-76
11,1976,Invalid,SOUTH AFRICA,Kwazulu-Natal,Warner Beach,Swimming,M,17,12-17,Laceration to foot,N,Unknown,Unknown,Unknown,1976.11.23,23-Nov-76
11,1976,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Fishing for white shark,Unknown,0,Unknown,"No injury to occupants. hooked shark bit boat's transom, provoked incident",N,Unknown,Unknown,"White Shark, 4.8 M",1976.11.06,Nov-76
10,1976,Boat,SOUTH AFRICA,Western Cape Province,Gordon�S Bay,Boat,Unknown,0,Unknown,"No injury to occupants, shark leapt on bow of boat",N,Unknown,Unknown,White Shark,1976.10.27,27-Oct-76
10,1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,25,25-34,Leg bitten,N,14h30,1. Afternoon,"White Shark, 3 M To 4 M [10' To 13']",1976.10.18,18-Oct-76
10,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,20,18-24,Left thigh lacerated,N,11h00,0. Morning,"White Shark, 3.5 M [11.5'], Species Identity Confirmed By Tooth Fragment",1976.10.06,06-Oct-76
9,1976,Sea Disaster,NEW CALEDONIA,Unknown,Sarcelle,Shipwreck,Unknown,0,Unknown,It was believed that survivors were killed by sharks,N,Unknown,Unknown,Unknown,1976.09.22,22-Sep-76
9,1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, North Of Whyalla","Skindiving,",M,27,25-34,"Right leg bitten below the knee, left ankle & foot lacerated",N,Unknown,Unknown,2.7 M  [9'] Shark,1976.09.19,19-Sep-76
9,1976,Sea Disaster,HONG KONG,South China Sea 200 Miles From Hong Kong,Unknown,"3,909-ton panamanian freighter chieh lee sank in a typhoon",M,0,Unknown,"Fatal, right leg bitten",Y,Unknown,Unknown,Unknown,1976.09.17,17-Sep-76
9,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,16,12-17,Fatal,Y,Unknown,Unknown,Unknown,1976.09.12.b,12-Sep-76
9,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1976.09.12.a,12-Sep-76
9,1976,Unprovoked,USA,Florida,"Sebastian, Indian River County",Surfing,M,15,12-17,Laceration to left lower leg,N,14h00,1. Afternoon,"Tiger Shark, 6'",1976.09.06,06-Sep-76
8,1976,Unprovoked,USA,North Carolina,"Emerald Isle Pier (Near Morehead City), Carteret County","Surfing, fell off surfboard",M,23,18-24,Right ankle & foot lacerated,N,Unknown,Unknown,Unknown,1976.08.26,26-Aug-76
8,1976,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,19,18-24,"No injury, board bitten",N,14h00,1. Afternoon,"White Shark, 4.5 M",1976.08.24,24-Aug-76
7,1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,M,24,18-24,Lacerations to forearms,N,10h30,0. Morning,Unknown,1976.07.24,24-Jul-76
7,1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point,Playing,M,10,1-12,Leg bitten,N,Unknown,Unknown,Unknown,1976.07.21,21-Jul-76
7,1976,Unprovoked,USA,Hawaii,"Maha'Ulepu, Koloa, Kaua'I",Scuba diving,M,18,18-24,"Fatal, disappeared while diving, lower portion of body recovered",Y,Unknown,Unknown,Unknown,1976.07.16,16-Jul-76
7,1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,M,23,18-24,"""lost part of a finger""",N,Unknown,Unknown,6' To 8' Shark,1976.07.12,12-Jul-76
6,1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",Skindiving,M,17,12-17,Lacerations to right arm,N,00h00,3. Night,12' To 14' Shark,1976.06.23,23-Jun-76
6,1976,Unprovoked,USA,Hawaii,"Kama'Ole Beach, Park No. 1, Kihei, Maui",Swimming,M,0,Unknown,Leg & foot bitten,N,Unknown,Unknown,0.9 M To 1.5 M [3' To 5'] Shark,1976.06.10,10-Jun-76
6,1976,Provoked,ITALY,Reggio Calabria Province,Bovalino,Fishing,M,46,45-54,Shark rammed boat provoked incident,N,Unknown,Unknown,"Blue Shark, 2M",1976.06.02.R,Reported 02-Jun-1976
6,1976,Boat,AUSTRALIA,Queensland,Off Stradbroke Island,Sitting in bow of her father's 5 m boat,F,0,Unknown,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,Unknown,Unknown,1.5 M [5'] Shark,1976.06.01,01-Jun-76
5,1976,Boat,SOUTH AFRICA,Western Cape Province,40 Km Off Cape Point,Competing in a light tackle game fishing,Unknown,0,Unknown,"Shark following hooked fish, rammed & holed boat",N,Unknown,Unknown,"Mako Shark, 180-Kg [397-Lb]",1976.05.02,02-May-76
4,1976,Invalid,USA,Texas,Galveston Island,Unknown,Unknown,0,Unknown,"Possible drowning victim, remains retrieved from shark caught by fishermen on 28-apr-1976",Y,Unknown,Unknown,400-Lb Shark,1976.04.28,28-Apr-76
3,1976,Boat,SOUTH AFRICA,Western Cape Province,Robberg Point,Fishing,Unknown,0,Unknown,"No injury to occupants, shark buckled prop shaft",N,Unknown,Unknown,Whale Shark,1976.03.12.a,12-Mar-76
3,1976,Boat,SOUTH AFRICA,Western Cape Province,"2 Km From Macassar, False Bay",Unknown,Unknown,0,Unknown,Shark breached hull of boat,N,Unknown,Unknown,White Shark Named �Spotty�,1976.03.09,09-Mar-76
3,1976,Boat,SOUTH AFRICA,Western Cape Province,"2 Km From Macassar, False Bay",Unknown,Unknown,0,Unknown,"Shark leapt into boat, hitting fanie schoeman on his back before sliding into the sea",N,Unknown,Unknown,White Shark Named �Spotty�,1976.03.02,02-Mar-76
