,Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N)
317,2014.06.25,Jun,2014,Unprovoked,BAHAMAS,Abaco Islands,Unknown,Spearfishing,M,42,N
319,2014.06.18.a,Jun,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,M,15,N
321,2014.06.09.c,Jun,2014,Unprovoked,BRAZIL,Unknown,500 km off the coast of Pernambuco,Fishing,M,43,N
322,2014.06.09.b,Jun,2014,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,16,N
323,2014.06.09.a,Jun,2014,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,M,39,N
324,2014.06.08,Jun,2014,Unprovoked,JAPAN,Atsumi peninsula,Aichi,Surfing,M,43,N
325,2014.06.07,Jun,2014,Unprovoked,USA,Texas,"West Beach, Galveston",Kneeling in the water,F,14,N
326,2014.06.01.c,Jun,2014,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22,N
328,2014.06.01.a,Jun,2014,Unprovoked,USA,Palmyra Atoll,Unknown,Tagging sharks,F,37,N
329,2014.05.27.R,May,2014,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,F,29,N
331,2014.05.22,May,2014,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,M,10,N
332,2015.11.20,Nov,2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,N
333,2014.05.15,May,2014,Unprovoked,USA,Florida,"Juan Ponce de Le�n Landing, Melbourne Beach, Brevard County",Body boarding,F,38,N
334,2014.05.14,May,2014,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,M,35,N
335,2014.05.13,May,2014,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,44,N
336,2014.05.11,May,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12,N
338,2014.05.06,May,2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,40,N
339,2014.05.01,May,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,N
341,2014.04.22,Apr,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M ,42,N
342,2014.04.15,Apr,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25,N
347,2014.04.03,Apr,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,63,Y
348,2014.03.29,Mar,2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,M,38,Y
349,2014.03.22.b,Mar,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,66,Y
351,2014.03.21,Mar,2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,9,N
352,2014.03.18.c,Mar,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Unknown,Kite Surfing,M,42,N
353,2014.03.18.b,Mar,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,42,N
355,2014.03.18,Mar,2014,Invalid,AUSTRALIA,New South Wales,Lennox Head,Unknown,F,10,N
357,2014.03.02,Mar,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21,N
358,2014.02.20,Feb,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,M,21,N
359,2014.02.17,Feb,2014,Boat,PAPUA NEW GUINEA,Unknown,Unknown,Sailing,M,21,N
360,2014.02.08,Feb,2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,28,Y
362,2014.02.07,Feb,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28,N
364,2014.01.25,Jan,2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,M,24,N
365,2014.01.04,Jan,2014,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,M,31,N
367,2013.12.25,Dec,2013,Unprovoked,NEW CALEDONIA,North Province,"Lind�ralique, Hiengh�ne",Snorkeling,M,37,N
368,2013.12.16,Dec,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19,N
369,2013.12.13,Dec,2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,Unknown,Attempting to remove fishing net from submerged object,M,35,N
370,2013.12.11,Dec,2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29,N
371,2013.12.10,Dec,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,N
372,2013.12.05,Dec,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,26,N
373,2013.12.02,Dec,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57,Y
374,2013.11.30,Nov,2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbell�s Beach, ",Body boarding,M,19,Y
375,2013.11.29,Nov,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58,N
376,2013.11.23.a,Nov,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,35,Y
377,2013.11.22,Nov,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25,N
379,2013.11.10,Nov,2013,Provoked,BAHAMAS,Unknown,Off Cape Eleuthera,Shark fishing,M,77,N
380,2013.11.07.b,Nov,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16,N
382,2013.10.31,Oct,2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46,N
383,2013.10.28,Oct,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60,N
384,2013.10.26.b,Oct,2013,Unprovoked,REUNION,d��tang-Sal�,Ravine Mula,Body boarding,M,24,N
386,2013.10.24,Oct,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,41,N
387,2013.10.23,Oct,2013,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving ,M,45,N
388,2013.10.20,Oct,2013,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,25,N
389,2013.10.19,Oct,2013,Unprovoked,USA,Florida,Miami Beach,Wading,M,6,N
390,2013.10.11,Oct,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,M,74,Y
391,2013.10.08,Oct,2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,55,N
392,2013.10.05,Oct,2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,45,N
393,2013.10.05,Oct,2013,Unprovoked,USA,Florida,"Destin, Okaloosa County",Wading,M,12,N
394,2013.09.29.b,Sep,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,50,N
395,2013.09.29.a,Sep,2013,Provoked,ISRAEL,Southern District,Ashdod,Diving,M,27,N
396,2013.09.25,Sep,2013,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,M,7,N
397,2013.09.21.b,Sep,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,45,N
399,2013.09.14,Sep,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,21,N
400,2013.09.12,Sep,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,13,N
402,2013.09.07.b,Sep,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,43,N
403,2013.09.07.a,Sep,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,M,25,N
404,2013.09.02,Sep,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,17,N
405,2013.09.01.c,Sep,2013,Provoked,USA,Florida,Key West Aquarium,Unknown,M,3,N
407,2013.09.01.a,Sep,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,M,9,N
410,2013.08.29,Aug,2013,Invalid,USA,California,Catalina Channel,Marathon swimming,F,47,N
411,2013.08.26,Aug,2013,Provoked,FRANCE,Bay of Biscay,Unknown,Longline fishing for sharks,M,50,N
412,2013.08.25.b,Aug,2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,F,11,N
414,2013.08.18,Aug,2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,M,16,N
416,2013.08.14,Aug,2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,20,Y
417,2013.08.13,Aug,2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,19,N
418,2013.08.11,Aug,2013,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,10,N
420,2013.08.05,Aug,2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,17,N
421,2013.07.31,Jul,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,56,N
422,2013.07.30,Jul,2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,32,N
423,2013.07.29.c,Jul,2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,M,40,N
425,2013.07.29.a,Jul,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,18,N
426,2013.07.28.b,Jul,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,M,64,N
427,2013.07.28.a,Jul,2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,50,N
428,2013.07.22,Jul,2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,18,Y
429,2013.07.19,Jul,2013,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,F,50,N
431,2013.07.15,Jul,2013,Unprovoked,REUNION,Saint-Paul,Le cimeti�re marin,Swimming & snorkeling,F,15,Y
432,2013.07.14,Jul,2013,Unprovoked,DIEGO GARCIA,Unknown,Unknown,Swimming,M,33,Y
433,2013.07.11,Jul,2013,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Wading,F,63,N
434,2013.07.09,Jul,2013,Invalid,SPAIN,Catalonia,"Sant Marti d�Empuries Beach, L�Escala",Swimming,M,48,N
435,2013.07.02,Jul,2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,M,29,N
437,2013.06.27,Jun,2013,Invalid,JAMAICA,Kingston Parish,Port Royal,Unknown,M,20,Y
440,2013.06.25.a,Jun,2013,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,M,14,N
441,2013.06.18,Jun,2013,Unprovoked,USA,Hawaii,Kona Coast State Park,Swimming,M,28,N
442,2013.06.17,Jun,2013,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,15,N
445,2013.06.14.R,Jun,2013,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,F,10,N
446,2013.06.06.b,Jun,2013,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,58,N
448,2013.05.27.b,May,2013,Unprovoked,USA,Hawaii,"Halewia, Oahu",Diving,M,32,N
449,2013.05.27.a,May,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,11,N
450,2013.05.23.b,May,2013,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach,Unknown,M,41,Y
451,2013.05.23.a,May,2013,Provoked,PALESTINIAN TERRITORIES,Unknown,Gaza,Fishing,M,30,N
452,2013.05.14,May,2013,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,29,N
453,2013.05.08.b,May,2013,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,42,Y
454,2013.05.08.a,May,2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Body boarding,M,36,Y
455,2013.05.04.a,May,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,16,N
457,2013.04.24,Apr,2013,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,34,N
458,2013.04.21,Apr,2013,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,51,N
459,2013.04.17,Apr,2013,Unprovoked,USA,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,M,9,N
461,2013.04.13.b,Apr,2013,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N
462,2013.04.13.a,Apr,2013,Unprovoked,GUAM,Unknown,Unknown,Unknown,M,40,Y
463,2013.04.10,Apr,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Kite boarding,M,53,N
464,2013.04.04,Apr,2013,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,50,N
465,2013.04.02.R,Apr,2013,Invalid,AUSTRALIA,Western Australia,Perth,Unknown,M,24,Y
466,2013.04.02.a,Apr,2013,Unprovoked,USA,Hawaii,Ka�anapali Shores,Surfing,M,58,N
467,2013.03.31,Mar,2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,47,N
468,2013.03.29,Mar,2013,Unprovoked,SEYCHELLES,Unknown,Ile Platte,Free diving,M,34,N
470,2013.03.21,Mar,2013,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,M,50,N
471,2013.03.16.b,Mar,2013,Provoked,SOUTH AFRICA,Western Cape Province,De Mond,Fishing - 'tag & release',M,30,N
473,2013.03.12,Mar,2013,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light area ,Spearfishing,M,68,Y
474,2013.03.10.b,Mar,2013,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton,Spearfishing,M,28,N
476,2013.03.03,Mar,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,39,N
477,2013.02.27,Feb,2013,Unprovoked,NEW ZEALAND,North Island,Muriwai,Swimming,M,46,Y
480,2013.02.10,Feb,2013,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,M,16,N
481,2013.02.09,Feb,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,M,48,N
482,2013.02.01,Feb,2013,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays,Unknown,M,18,N
485,2013.01.21.R,Jan,2013,Invalid,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,M,62,N
486,2013.01.16,Jan,2013,Unprovoked,USA,Hawaii,Kiholo Bay,Surfing,M,43,N
488,2013.01.05,Jan,2013,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,26,N
490,2012.12.30,Dec,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,M,23,N
491,2012.12.28,Dec,2012,Unprovoked,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Paddle boarding,M,29,N
492,2012.12.25,Dec,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,20,Y
493,2012.12.19,Dec,2012,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Surfing,M,32,N
494,2012.12.05,Dec,2012,Unprovoked,USA,Hawaii,Kauai,Surfing,M,60,N
495,2012.12.02,Dec,2012,Unprovoked,AUSTRALIA,New South Wales,Green Island,Spearfishing,M,31,N
497,2012.11.30,Nov,2012,Unprovoked,USA,Hawaii,"Kihei, Maui",Snorkeling,M,61,N
498,2012.11.27,Nov,2012,Invalid,AUSTRALIA,Queensland,Mooloolaba,Unknown,M,20,N
499,2012.11.22,Nov,2012,Unprovoked,MEXICO,Sinaloa,Nuevo Altata,Swimming,M,32,Y
500,2012.11.19,Nov,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,14,N
501,2012.11.04.b,Nov,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Diving,M,30,N
502,2012.11.04.a,Nov,2012,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,M,43,N
503,2012.10.30,Oct,2012,Unprovoked,USA,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,M,25,N
504,2012.10.27,Oct,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Swimming,F,51,N
505,2012.10.23,Oct,2012,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,39,Y
506,2012.10.19,Oct,2012,Unprovoked,USA,Florida,"Seaport, Brevard County",Unknown,F,35,N
507,2012.10.18.b,Oct,2012,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,24,N
508,2012.10.18.a,Oct,2012,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Paddle boarding,M,55,N
510,2012.10.11.R,Oct,2012,Unprovoked,NIGERIA,Delta,Oboro,Bathing,F,38,N
511,2012.10.07,Oct,2012,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,42,N
512,2012.10.02,Oct,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Bodyboarding,M,11,N
513,2012.09.25,Sep,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,21,N
514,2012.09.24,Sep,2012,Unprovoked,USA,Florida,"Spanish House Beach, Brevard County",Surfing,M,22,N
515,2012.09.16,Sep,2012,Unprovoked,USA,Florida," Cocoa Beach, Brevard  County",Surfing,M,52,N
516,2012.09.10,Sep,2012,Unprovoked,TONGA,Vava'u,Eueiki Island,Swimming,F,29,N
517,2012.09.09,Sep,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unknown,19,N
518,2012.09.08.b,Sep,2012,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,M,25,N
520,2012.09.06.b,Sep,2012,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,30,N
521,2012.09.06.a,Sep,2012,Unprovoked,USA,Florida,"St. Augustine Beach, St. John's County",Surfing,M,37,N
522,2012.09.04,Sep,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,32,N
523,2012.09.02.b,Sep,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,F,8,N
525,2012.09.02.a,Sep,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming or boogie boarding,F,56,N
526,2012.08.31,Aug,2012,Provoked,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Shark fishing,M,53,N
527,2012.08.28,Aug,2012,Unprovoked,AUSTRALIA,Western Australia,Red Bluff near Quobba Station,Surfing,M,34,N
528,2012.08.26,Aug,2012,Unprovoked,BRAZIL,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Swimming,M,18,Y
529,2012.08.15,Aug,2012,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Wading or swimming,M,31,N
531,2012.08.09,Aug,2012,Unprovoked,USA,Florida,Key Largo,Free diving ,M,56,N
532,2012.08.05,Aug,2012,Unprovoked,REUNION,Saint Leu,Unknown,Surfing,M,39,N
534,2012.07.31.b,Jul,2012,Unprovoked,USA,California,"Topanga Beach, Los Angeles County",Surfing,M,17,N
535,2012.07.31.a,Jul,2012,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Surfing,M,48,N
536,2012.07.30.b,Jul,2012,Unprovoked,USA,Hawaii,"Maha�ulepu Beach, Kauai",Surfing,M,44,N
537,2012.07.30.a,Jul,2012,Unprovoked,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",Body surfing,M,50,N
538,2012.07.24,Jul,2012,Invalid,USA,North Carolina,"Ocean Isle, Brunswick County",Unknown,M,12,N
539,2012.07.23,Jul,2012,Unprovoked,REUNION,Trois-Bassins,Unknown,Surfing,M,22,Y
540,2012.07.21,Jul,2012,Invalid,TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County",Swimming,M,24,Y
541,2012.07.19,Jul,2012,Invalid,CANADA,British Colombia,"Tofino, Vancouver",Surfing,F,23,N
542,2012.07.14,Jul,2012,Unprovoked,AUSTRALIA,Western Australia,Off Wedge Island,Surfing,M,24,Y
543,2012.07.08,Jul,2012,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Swimming,F,43,N
545,2012.07.07.b,Jul,2012,Invalid,AUSTRALIA,Victoria,Ship's Graveyard off Point Lonsdale,Scuba diving,F,42,Y
546,2012.07.07.a,Jul,2012,Unprovoked,USA,California,"Pleasure Point, Santa Cruz County",Kayaking,M,52,N
547,2012.07.06,Jul,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,M,29,N
548,2012.06.28.R,Jun,2012,Invalid,CROATIA,Unknown,Buccari Bay,Swimming,Unknown,60,N
549,2012.06.26.c,Jun,2012,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Swimming,M,6,N
550,2012.06.26.b,Jun,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,N
551,2012.06.26.a,Jun,2012,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",Sitting in the water,F,16,N
553,2012.06.22.a,Jun,2012,Unprovoked,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,M,12,N
554,2012.06.20,Jun,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Surf skiing ,M,62,N
555,2012.06.19,Jun,2012,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,16,N
556,2012.06.18,Jun,2012,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,F,6,N
557,2012.06.15,Jun,2012,Provoked,USA,Florida,"Summerland Key, Monroe County",Fishing,M,23,N
558,2012.06.14.d,Jun,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,F,18,N
561,2012.06.14.a,Jun,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,16,N
562,2012.06.12,Jun,2012,Unprovoked,AUSTRALIA,Victoria,Port Campbell,Surfing,M,42,N
563,2012.06.10,Jun,2012,Provoked,ITALY,Sardinia,Muravera,Attempting to rescue an injured & beached shark,M,57,N
564,2012.06.03,Jun,2012,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Surf skiing ,M,30,N
565,2012.06.02.b,Jun,2012,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,12,N
566,2012.06.02.a,Jun,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,M,25,N
567,2012.05.31,May,2012,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Wading,F,33,N
568,2012.05.29,May,2012,Unprovoked,MEXICO,Guerrero," Boca de la Le�a, La Uni�n",Free diving / spearfishing,M,46,N
569,2012.05.23,May,2012,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,M,22,N
571,2012.05.16,May,2012,Unprovoked,FIJI,Unknown,Matacucu Reef ,Spearfishing,M,20,N
572,2012.05.12,May,2012,Unprovoked,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Kayaking / Fishing,M,30,N
573,2012.05.09,May,2012,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,47,N
574,2012.05.06,May,2012,Unprovoked,USA,California,Off Catalina Island,Paddle boarding,F,15,N
575,2012.04.19.b,Apr,2012,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,28,N
576,2012.04.19.a,Apr,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay,Body boarding,M,20,Y
577,2012.04.11,Apr,2012,Unprovoked,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park",Kayaking,M,27,N
578,2012.04.03,Apr,2012,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,M,28,N
580,2012.03.31,Mar,2012,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach,Scuba diving,M,33,Y
581,2012.03.24,Mar,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N
583,2012.03.20,Mar,2012,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,M,20,N
584,2012.03.15,Mar,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,61,N
585,2012.03.14.b,Mar,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,15,N
586,2012.03.14.a,Mar,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,N
588,2012.03.06.a,Mar,2012,Provoked,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium","Diving, feeding sharks",F,34,N
589,2012.03.05,Mar,2012,Unprovoked,REUNION,Saint-Benoit,Port de la�Marine,Body boarding,M,31,N
590,2012.03.04,Mar,2012,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Kite Surfing,M,19,N
591,2012.03.03,Mar,2012,Invalid,SAUDI ARABIA,Tabuk Province,Off Duba,Attempting to Kite surf from Egypt to Saudi Arabia,M,42,N
596,2012.02.06,Feb,2012,Unprovoked,AUSTRALIA,Queensland,Wurtulla,Surfing,M,29,N
599,2012.01.19,Jan,2012,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,Snorkeling,M,26,N
600,2012.01.18.b,Jan,2012,Provoked,TAIWAN,Taitung ,Taimali,Fishing,M,24,N
601,2012.01.18.a,Jan,2012,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,Surfing,M,44,N
602,2012.01.15,Jan,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,M,25,Y
603,2012.01.13,Jan,2012,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",Surfing,M,53,N
604,2012.01.03,Jan,2012,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,M,28,N
605,2012.01.02,Jan,2012,Unprovoked,AUSTRALIA,Queensland,Duranbah,Spearfishing,M,34,N
608,2011.12.25,Dec,2011,Unprovoked,ECUADOR,Santa Elena,Barand�a Beach,Surfing,M,23,N
609,2011.12.23,Dec,2011,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,27,N
611,2011.12.21.a,Dec,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Kayak Fishing,M,35,N
612,2011.12.11,Dec,2011,Unprovoked,AUSTRALIA,New South Wales,Angourie,Surfing,M,51,N
614,2011.12.07.a,Dec,2011,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,M,14,N
617,2011.12.02,Dec,2011,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,63,N
618,2011.11.29,Nov,2011,Unprovoked,INDONESIA,Bali,Tabanan,Surfing,M,18,N
619,2011.11.28,Nov,2011,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,M,10,N
622,2011.11.12,Nov,2011,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,35,N
